LB_RATING_ID,DATA_TYPE,STATEMENT_TYPE,FITCH_ID,DATE_BALANCE,CURRENT_FINANCIAL_DATA_ID,CURRENCY_ISO,BALANCE_UNIT,CONSOL_DEGREE,ACC_METHOD,TOTAL_ASSETS,TOTAL_ASSETS_PREV_YEAR,CURRENT_EQUITY,EQUITY_PREV_YEAR,ALLOC_CREDIT,PROV_CREDIT,GENERAL_ADMIN_EFFORT,NET_INTEREST_YIELD,OTHER_OPERATING_INCOME,ANNUAL_NET_PROFIT,FX_RATE_EUR_LBR,FX_RATE_EUR_LBR_DATE,FX_RATE_EUR_ANALYST,CUSTOMER_DEPOSITS,TOTAL_ASSETS_2YEARS_AGO,DEACTIVATE_LTD,COM_DEACTIVATE_LTD,NET_PROFIT_PREV,NET_PROFIT_2_AGO,CPI,BALANCE_SHEET_MODIFIED,INCOME_STATEMENT_MODIFIED,PD_RATING_ID,COMPANY_ID,RATING_STATUS,RATING_PROVIDING_SYSTEM,PD_MODEL_VERSION,STAND_ALONE_RATING_PD,STAND_ALONE_RATING_UCR,COUNTRY_RISK_ADJUSTED_PD,COUNTRY_RISK_ADJUSTED_UCR,GROUP_SUPPORT_ADJUSTED_PD,GROUP_SUPPORT_ADJUSTED_UCR,L1_OVERRIDE_PD,L1_OVERRIDE_UCR,PROPOSED_PD,PROPOSED_UCR,L2_OVERRIDE_PD,L2_OVERRIDE_UCR,APPROVED_PD,APPROVED_UCR,PD_APPROVAL_DATE,PD_EXPIRY_DATE,FAIR_ID,LBCDB_ID,GBCDB_ID,HREKNR,RAPID_ID,T24_ID,DUNS,GRACE_ID,CS_ID,COUNTRY,PORTFOLIO,BUSINESSLINE,RATING_ID,PARENT_COMPANY_ID,PARENT_REVIEW_RATING_ALERT,SOVEREIGN_RATING_REVIEW_ALERT,FINANCIAL_FIG_OUTDATED_ALERT,PD_INCLUDING_CONSERVATISM,UCR_INCLUDING_CONSERVATISM,TYPE_OF_CONSERVATISM,MARGIN_OF_CONSERVATISM,PD_FLOORED,PROPOSER,APPROVER,LB_RATING_ID,LastPerformingModel
666100_101625,2,ORIGINAL_IMPORT,1456108,2023-12-31T00:00:00Z,1456108#10831635#C,EUR,Million,Fully consolidated,IFRS,60.156442,62.315697,4.008759,3.784275,36.490575,0.576343,0.804218,1.068295,0.234435,0.126947,1,2023-12-31T00:00:00Z,1,43.719926,58.513026,0,null,0.075737,0.062626,124.1,0,0,2930143,2060985013,ACTUAL,LBR,PBNDWW01,0.1,2-,null,null,0.36,3-,0.36,3-,0.36,3-,null,null,0.36,3-,2025-02-19 09:44:35,2026-02-19 09:44:35,5402060985013,2060985013,null,null,null,null,null,null,null,ES,null,null,2930143,null,NO,NO,NO,0.4801,3-,NO_CONSERVATISM,1.3335,N,null,null,666100_101625,PBNDWW01
666100_101741,2,ORIGINAL_IMPORT,114897,2024-12-31T00:00:00Z,114897#11005163#C,CLP,Million,Fully consolidated,IFRS,56.15641758,56.55614197,3.88462593,3.25416667,33.94154742,1.23766277,1.35067456,2.02197858,0.76098828,0.49128754,0.000968408716123913,2024-12-31T00:00:00Z,0.00097,33.24473919,55.37806048,0,null,0.6139906,0.69076416,127.1,0,0,2951300,159840074,ACTUAL,LBR,PBNEWW01,0.04,2+,0.04,2+,0.04,2+,0.04,2+,0.1,2-,null,null,0.1,2-,2025-04-28 14:28:24,2026-04-28 14:28:24,540159840074,159840074,null,null,null,null,null,null,null,CL,null,null,2951300,null,NO,NO,NO,0.1298,2-,NO_CONSERVATISM,1.2979,N,null,null,666100_101741,PBNEWW01
666100_101026,2,ORIGINAL_IMPORT,1471397,2023-12-31T00:00:00Z,1471397#10846722#C,GBP,Million,Fully consolidated,IFRS,19.877707174,16.072888428,1.544046258,1.314324834,15.313954346,0.157875818,0.275273614,0.665061974,0.010724946,0.245174572,1.1532229698951142,2023-12-31T00:00:00Z,1.15322,15.640776894,12.712059382,0,null,0.207233634,0.17240639,124.1,0,0,2844907,2016340681,ACTUAL,LBR,PBNDWW01,0.05,2,0.25,3,null,null,0.25,3,0.25,3,null,null,0.25,3,2024-05-30 13:27:49,2025-05-30 13:27:49,5402016340681,2016340681,null,null,null,null,null,null,null,GB,null,null,2844907,null,NO,NO,NO,0.4801,3-,RATING_OUTDATED,1.3335,N,null,null,666100_101026,PBNDWW01
666100_100934,2,ORIGINAL_IMPORT,1002884,2022-12-31T00:00:00Z,1002884#10641249#U,EUR,Million,Not consolidated,National accounting law,20.9332,23.3035,1.1008,1.0624,9.2021,0.0514,0.2401,0.2502,0.1542,0.1196,1,2022-12-31T00:00:00Z,1,17.5564,18.1278,0,null,0.0909,0.0891,120.5,0,0,2854425,197569536,ACTUAL,LBR,PBNDWW01,0.04,2+,null,null,null,null,0.04,2+,0.04,2+,null,null,0.04,2+,2024-06-27 14:25:18,2025-06-27 14:25:18,540197569536,197569536,null,null,null,null,null,null,null,LU,null,null,2854425,200156586,NO,NO,YES,32.005,6+,FINANCIAL_STATEMENT_OUTDATED,1.3335,N,null,null,666100_100934,PBNDWW01
666100_101178,2,ORIGINAL_IMPORT,1003167,2023-12-31T00:00:00Z,1003167#10858374#C,EUR,Million,Fully consolidated,IFRS,8.1299,9.3315,0.9976,0.9937,1.9795,0.0184,0.4935,0.1054,0.4737,0.0563,1,2023-12-31T00:00:00Z,1,6.1182,9.9959,0,null,0.0764,0.0476,124.1,0,0,2872665,2000720749,ACTUAL,LBR,PBNDWW01,0.05,2,null,null,0.05,2,0.05,2,0.05,2,null,null,0.05,2,2024-08-29 15:43:56,2025-08-29 15:43:56,5402000720749,2000720749,null,null,null,null,null,null,null,BE,null,null,2872665,158914430,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101178,PBNDWW01
666100_101230,2,ORIGINAL_IMPORT,1109190,2023-12-31T00:00:00Z,1109190#10873425#U,DZD,Million,Not consolidated,National accounting law,2.01634515,2.064260025,0.25398765,0.224903925,1.019897325,null,0.083693925,0.082578825,0.021954375,0.0314901,0.006745504980982061,2023-12-31T00:00:00Z,0.00675,1.617087375,1.91474145,0,null,0.015379875,0.0215055,124.1,0,0,2872698,193609037,ACTUAL,LBR,PBNEWW01,0.6,4+,null,null,0.6,4+,0.6,4+,1.65,4-,null,null,1.65,4-,2024-08-29 15:36:49,2025-08-29 15:36:49,540193609037,193609037,null,null,null,null,null,null,null,DZ,null,null,2872698,159728592,NO,NO,NO,2.1415,4-,NO_CONSERVATISM,1.2979,N,null,null,666100_101230,PBNEWW01
666100_101293,2,ORIGINAL_IMPORT,112030,2023-12-31T00:00:00Z,112030#10840223#C,CNY,Million,Fully consolidated,IFRS,1411.31496951,1297.47656864,138.94074013,122.11383686,800.16505735,34.2473314,15.10404316,27.51175842,15.88005324,18.94032782,0.12797297210829073,2023-12-31T00:00:00Z,0.12797,1054.53652906,1183.59721737,0,null,17.82545318,15.46312698,124.1,0,0,2891982,193460947,ACTUAL,LBR,PBNEWW01,0.16,3+,0.16,3+,0.16,3+,0.16,3+,0.16,3+,null,null,0.16,3+,2024-10-28 16:09:23,2025-10-28 16:09:23,540193460947,193460947,null,null,null,null,null,null,null,CN,null,null,2891982,null,NO,NO,NO,0.2077,3+,NO_CONSERVATISM,1.2979,N,null,null,666100_101293,PBNEWW01
666100_101851,2,ORIGINAL_IMPORT,107736,2024-12-31T00:00:00Z,107736#11012479#C,KWD,Million,Fully consolidated,IFRS,14.575245102,13.04490528,2.329402746,2.063569068,8.768138082,0.653182398,0.034049202,0.379226892,0.183053508,0.491058216,3.1237797735259667,2024-12-31T00:00:00Z,3.12378,7.777587444,13.46505369,0,null,0.347364336,0.229910208,127.1,0,0,2960331,197533213,ACTUAL,LBR,PBNEWW01,0.05,2,0.05,2,0.05,2,0.05,2,0.1,2-,null,null,0.1,2-,2025-05-27 09:41:11,2026-05-27 09:41:11,540197533213,197533213,null,null,null,null,null,null,null,KW,null,null,2960331,null,NO,NO,NO,0.1298,2-,NO_CONSERVATISM,1.2979,N,null,null,666100_101851,PBNEWW01
666100_101070,2,ORIGINAL_IMPORT,1000003,2022-12-31T00:00:00Z,1000003#10668237#U,EUR,Million,Not consolidated,National accounting law,14.2492,14.9231,1.6827,1.6636,9.7444,0.0436,0.1914,0.216,0.1071,0.0305,1,2022-12-31T00:00:00Z,1,11.0863,13.2817,0,null,0.0212,0.0262,120.5,0,0,2853805,2000921914,ACTUAL,LBR,PBNDWW01,0.05,2,null,null,null,null,0.05,2,0.05,2,null,null,0.05,2,2024-06-26 14:59:09,2025-06-26 14:59:09,5402000921914,2000921914,null,null,null,null,null,null,null,DE,null,null,2853805,null,NO,NO,YES,32.005,6+,FINANCIAL_STATEMENT_OUTDATED,1.3335,N,null,null,666100_101070,PBNDWW01
666100_101190,2,ORIGINAL_IMPORT,115073,2023-12-31T00:00:00Z,115073#10820597#C,RON,Million,Fully consolidated,IFRS,16.86035692,14.848109144,1.78197096,1.399476584,8.506709508,0.359551148,0.39250816,0.547983216,0.22138908,0.332948264,0.20108424625581134,2023-12-31T00:00:00Z,0.20108,12.548518048,13.887248364,0,null,0.268864068,0.265204412,124.1,0,0,2872672,193781743,ACTUAL,LBR,PBNEWW01,0.1,2-,null,null,0.1,2-,0.1,2-,0.36,3-,null,null,0.36,3-,2024-08-29 16:18:38,2025-08-29 16:18:38,540193781743,193781743,null,null,null,null,null,null,null,RO,null,null,2872672,63279118,NO,NO,NO,0.4672,3-,NO_CONSERVATISM,1.2979,N,null,null,666100_101190,PBNEWW01
666100_101194,2,ORIGINAL_IMPORT,1315071,2023-12-31T00:00:00Z,1315071#10819352#U,EUR,Million,Not consolidated,National accounting law,47.0621,46.5662,0.8044,0.7304,null,null,0.0153,0.1157,0,0.074,1,2023-12-31T00:00:00Z,1,null,43.0187,0,null,0.0554,0.0445,124.1,0,0,2872676,209594624,ACTUAL,LBR,PBNDWW01,0.03,1,null,null,0.03,1,0.03,1,0.03,1,null,null,0.03,1,2024-08-29 15:34:32,2025-08-29 15:34:32,540209594624,209594624,null,null,null,null,null,null,null,FR,null,null,2872676,63279118,NO,NO,NO,0.0533,1,NO_CONSERVATISM,1.3335,Y,null,null,666100_101194,PBNDWW01
666100_101280,2,ORIGINAL_IMPORT,107081,2023-12-31T00:00:00Z,107081#10843855#C,EUR,Million,Fully consolidated,IFRS,179.1794,179.0682,12.2194,11.9099,113.6237,1.8352,1.5295,2.4915,0.6291,1.1168,1,2023-12-31T00:00:00Z,1,103.9379,192.1505,0,null,0.933,0.9356,124.1,0,0,2883598,193617404,ACTUAL,LBR,PBNDWW01,0.05,2,0.05,2,0.05,2,0.05,2,0.05,2,null,null,0.05,2,2024-10-02 15:57:20,2025-10-02 15:57:20,540193617404,193617404,null,null,null,null,null,null,null,BE,null,null,2883598,null,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101280,PBNDWW01
666100_101386,2,ORIGINAL_IMPORT,856,2023-12-31T00:00:00Z,856#10824337#C,USD,Million,Fully consolidated,National accounting law,1526.3809542,1600.71264704,148.32544022,149.4434689,577.31413196,14.81614506,35.75426726,42.18519722,15.00731528,10.25252232,0.9060227864730798,2023-12-31T00:00:00Z,0.90602,1202.82943394,1512.35304654,0,null,14.02337756,16.69070044,124.1,0,0,2897123,59067969,ACTUAL,LBR,PBNDWW01,0.05,2,null,null,0.05,2,0.05,2,0.05,2,null,null,0.05,2,2024-11-12 13:39:26,2025-11-12 13:39:26,54059067969,59067969,null,null,null,null,null,null,null,GB,null,null,2897123,null,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101386,PBNDWW01
666100_101233,2,ORIGINAL_IMPORT,111500,2023-12-31T00:00:00Z,111500#10822371#C,HKD,Million,Fully consolidated,IFRS,1217.20555656,1182.13396056,101.15016912,100.1989296,412.33624992,4.50383976,12.75038856,15.19282296,15.94920096,11.30532984,0.1159242203371656,2023-12-31T00:00:00Z,0.11592,725.78103192,1148.00131656,0,null,9.35370072,8.40976416,124.1,0,0,2868744,134093607,ACTUAL,LBR,PBNDWW01,0.03,1,null,null,0.03,1,0.03,1,0.05,2,null,null,0.05,2,2024-08-19 14:48:29,2025-08-19 14:48:29,540134093607,134093607,null,null,null,null,null,null,null,HK,null,null,2868744,205211585,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101233,PBNDWW01
666100_101279,2,ORIGINAL_IMPORT,1071410,2023-12-31T00:00:00Z,1071410#10837151#C,EUR,Million,Fully consolidated,IFRS,738.151,717.131,28.745,27.326,125.947,1.575,4.95,7.258,0.023,1.265,1,2023-12-31T00:00:00Z,1,213.728,772.31,0,null,0.988,1.123,124.1,0,0,2883597,195415728,ACTUAL,LBR,PBNDWW01,0.03,1,0.03,1,0.03,1,0.03,1,0.03,1,null,null,0.03,1,2024-10-02 15:55:13,2025-10-02 15:55:13,540195415728,195415728,null,null,null,null,null,null,null,FR,null,null,2883597,null,NO,NO,NO,0.04,1,NO_CONSERVATISM,1.3335,N,null,null,666100_101279,PBNDWW01
666100_101216,2,MODIFIED,1503024,2023-12-31T00:00:00Z,1503024#10857742#U,GBP,Million,Not consolidated,IFRS,3.42571150964,2.04688938748,0.33608059816,0.25596409832,1.44916623572,0.0162488698,0.06508543036,0.0922921966,0.00781652516,0.02162402822,1.1532229698951142,2023-12-31T00:00:00Z,1.15322,3.03671310534,1.09856083166,0,null,0.01779303138,-0.02572487854,124.1,0,1,2872689,2039436189,ACTUAL,LBR,PBNDWW01,0.16,3+,null,null,0.25,3,0.25,3,0.25,3,null,null,0.25,3,2024-08-28 09:28:44,2025-08-28 09:28:44,5402039436189,2039436189,null,null,null,null,null,null,null,GB,null,null,2872689,null,NO,NO,NO,0.3334,3,NO_CONSERVATISM,1.3335,N,null,null,666100_101216,PBNDWW01
666100_101328,2,ORIGINAL_IMPORT,856,2023-12-31T00:00:00Z,856#10824337#C,USD,Million,Fully consolidated,National accounting law,1526.3809542,1600.71264704,148.32544022,149.4434689,577.31413196,14.81614506,35.75426726,42.18519722,15.00731528,10.25252232,0.9060227864730798,2023-12-31T00:00:00Z,0.90602,1202.82943394,1512.35304654,0,null,14.02337756,16.69070044,124.1,0,0,2888698,4677765,ACTUAL,LBR,PBNDWW01,0.04,2+,null,null,0.04,2+,0.04,2+,0.05,2,null,null,0.05,2,2024-10-18 09:51:46,2025-10-18 09:51:46,5404677765,4677765,null,null,null,null,null,null,null,US,null,null,2888698,null,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101328,PBNDWW01
666100_101661,2,ORIGINAL_IMPORT,1494871,2024-12-31T00:00:00Z,1494871#10990836#U,EUR,Million,Not consolidated,IFRS,5.9181,6.0118,0.3688,0.3669,5.6948,0.007294,0.0112,0.046,0.0044,0.0296,1,2024-12-31T00:00:00Z,1,null,4.2373,0,null,0.0277,0.0131,127.1,0,0,2942279,2031456334,ACTUAL,LBR,PBNDWW01,0.05,2,0.05,2,0.05,2,0.05,2,0.04,2+,null,null,0.04,2+,2025-03-28 11:00:00,2026-03-28 11:00:00,5402031456334,2031456334,null,null,null,null,null,null,null,FI,null,null,2942279,206990847,NO,NO,NO,0.0667,2+,NO_CONSERVATISM,1.3335,Y,null,null,666100_101661,PBNDWW01
666100_101087,2,ORIGINAL_IMPORT,106060,2023-12-31T00:00:00Z,106060#10828575#C,USD,Million,Fully consolidated,National accounting law,35.0856245,35.50873584,8.7566833,8.58816358,14.79621262,0.01449632,0.9286705,1.19051028,0.50646518,0.57169862,0.9060227864730798,2023-12-31T00:00:00Z,0.90602,23.80839356,44.17391112,0,null,0.17033176,0.03895886,124.1,0,0,2853819,195727401,ACTUAL,LBR,PBNDWW01,0.05,2,null,null,null,null,0.05,2,0.05,2,null,null,0.05,2,2024-06-26 13:23:59,2025-06-26 13:23:59,540195727401,195727401,null,null,null,null,null,null,null,US,null,null,2853819,134856910,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101087,PBNDWW01
666100_101141,2,ORIGINAL_IMPORT,1012296,2023-12-31T00:00:00Z,1012296#10831576#C,CHF,Million,Fully consolidated,IFRS,12.327191338,13.598894882,1.192033664,1.186542902,5.88641985,0.023577978,0.33213727,0.15180342,0.240516908,0.047586604,1.076623278748533,2023-12-31T00:00:00Z,1.07662,10.233380762,14.207508168,0,null,0.043280124,0.054476972,124.1,0,0,2862001,193645467,ACTUAL,LBR,PBNDWW01,0.05,2,null,null,null,null,0.1,2-,0.1,2-,null,null,0.1,2-,2024-07-23 13:27:03,2025-07-23 13:27:03,540193645467,193645467,null,null,null,null,null,null,null,LI,null,null,2862001,null,NO,NO,NO,0.1334,2-,NO_CONSERVATISM,1.3335,N,null,null,666100_101141,PBNDWW01
666100_101576,2,ORIGINAL_IMPORT,107737,2024-06-30T00:00:00Z,107737#10923727#C,AUD,Million,Fully consolidated,IFRS,780.63722848,779.60826904,45.49581824,44.59010984,586.5068808,3.68010176,7.67953576,14.24171992,2.51730912,5.84757712,0.6224828350358239,2024-06-30T00:00:00Z,0.62248,518.977138,756.4750448,0,null,6.22355504,6.70473208,126.6,0,0,2924318,207331715,ACTUAL,LBR,PBNDWW01,0.04,2+,0.04,2+,0.04,2+,0.04,2+,0.05,2,null,null,0.05,2,2025-01-30 10:34:32,2026-01-30 10:34:32,540207331715,207331715,null,null,null,null,null,null,null,GB,null,null,2924318,null,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101576,PBNDWW01
666100_101628,2,ORIGINAL_IMPORT,105309,2023-12-31T00:00:00Z,105309#10818444#C,EUR,Million,Fully consolidated,IFRS,2591.499,2663.748,128.867,126.01,858.701,17.512,30.956,19.142,27.325,11.406,1,2023-12-31T00:00:00Z,1,987.26,2634.444,0,null,10.248,9.88,124.1,0,0,2928448,194479986,ACTUAL,LBR,PBNDWW01,0.04,2+,null,null,0.04,2+,0.04,2+,0.05,2,null,null,0.05,2,2025-02-13 17:40:07,2026-02-13 17:40:07,540194479986,194479986,null,null,null,null,null,null,null,GB,null,null,2928448,null,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101628,PBNDWW01
666100_101671,2,ORIGINAL_IMPORT,1025922,2024-12-31T00:00:00Z,1025922#10964201#C,NOK,Million,Fully consolidated,IFRS,306.58622375,291.79178692,24.03445975,22.84437968,172.21143191,0.60441375,2.58290384,5.4452377,1.89569601,3.88555332,0.08483260829730775,2024-12-31T00:00:00Z,0.08483,126.20693529,274.28974615,0,null,3.34900357,2.83654554,127.1,0,0,2942285,134717856,ACTUAL,LBR,PBNDWW01,0.03,1,0.03,1,0.03,1,0.03,1,0.03,1,null,null,0.03,1,2025-03-28 10:34:52,2026-03-28 10:34:52,540134717856,134717856,null,null,null,null,null,null,null,NO,null,null,2942285,null,NO,NO,NO,0.04,1,NO_CONSERVATISM,1.3335,N,null,null,666100_101671,PBNDWW01
666100_101758,2,ORIGINAL_IMPORT,1001931,2023-10-31T00:00:00Z,1001931#10799184#U,GBP,Million,Not consolidated,IFRS,61.91061756,61.1079337,2.0213237,1.95702188,9.06151334,0.00962808,0.45515602,0.05547608,0.51579,0.09845858,1.1462040587085718,2023-10-31T00:00:00Z,1.1462,13.24674802,56.36232184,0,null,0.09272758,0.11886094,124.4,0,0,2950853,158960815,ACTUAL,LBR,PBNDWW01,0.04,2+,null,null,0.04,2+,0.04,2+,0.05,2,null,null,0.05,2,2025-04-25 16:32:09,2026-04-25 16:32:09,540158960815,158960815,null,null,null,null,null,null,null,GB,null,null,2950853,159099161,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101758,PBNDWW01
666100_101147,2,ORIGINAL_IMPORT,1002249,2023-12-31T00:00:00Z,1002249#10848700#U,EUR,Million,Not consolidated,National accounting law,16.9751,16.5924,0.6988,0.6382,13.9152,null,0.2527,0.3024,0.1258,0.1226,1,2023-12-31T00:00:00Z,1,12.6377,15.7615,0,null,0.0767,0.0978,124.1,0,0,2881656,193499096,ACTUAL,LBR,PBNDWW01,0.04,2+,null,null,0.04,2+,0.04,2+,0.05,2,null,null,0.05,2,2024-09-26 11:25:02,2025-09-26 11:25:02,540193499096,193499096,null,null,null,null,null,null,null,BE,null,null,2881656,61370959,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101147,PBNDWW01
666100_101356,2,ORIGINAL_IMPORT,1005519,2024-03-31T00:00:00Z,1005519#10906125#U,JPY,Million,Not consolidated,National accounting law,34.99730568,34.03969092,1.2942576,1.22150916,14.63437656,0.35929908,0.18018504,0.20402856,-0.04808484,0.05038596,0.00612332374012614,2024-03-31T00:00:00Z,0.00612,28.83538368,34.7368446,0,null,0.05541048,0.05534316,125.3,0,0,2901361,2018677381,ACTUAL,LBR,PBNDWW01,0.05,2,null,null,0.05,2,0.05,2,0.1,2-,null,null,0.1,2-,2024-11-22 09:24:13,2025-11-22 09:24:13,5402018677381,2018677381,null,null,null,null,null,null,null,JP,null,null,2901361,null,NO,NO,NO,0.1334,2-,NO_CONSERVATISM,1.3335,N,null,null,666100_101356,PBNDWW01
666100_101434,2,ORIGINAL_IMPORT,1151130,2023-12-31T00:00:00Z,1151130#10820760#U,NOK,Million,Not consolidated,IFRS,10.7724977,11.2648368,0.5852818,0.5986229,8.7452557,0.0003916,0.0072891,0.053489,-0.0358581,0.0092827,0.08900495134544335,2023-12-31T00:00:00Z,0.089,null,10.2226112,0,null,-0.0032218,0.0045479,124.1,0,0,2910536,2010695755,ACTUAL,LBR,PBNDWW01,0.05,2,0.05,2,0.05,2,0.05,2,0.05,2,null,null,0.05,2,2024-12-13 10:57:42,2025-12-13 10:57:42,5402010695755,2010695755,null,null,null,null,null,null,null,NO,null,null,2910536,null,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101434,PBNDWW01
666100_101487,2,ORIGINAL_IMPORT,null,2023-12-31T00:00:00Z,null,CHF,Million,Not consolidated,National accounting law,33.95013508,37.67201042,1.43298122,1.39099304,5.26036532,0.03122198,1.3188595,0.37574038,1.26072202,0.14965018,1.076623278748533,2023-12-31T00:00:00Z,1.07662,17.64257194,39.85862564,0,null,0.1345775,0.02906874,124.1,0,0,2914381,195706153,ACTUAL,LBR,PBNDWW01,0.04,2+,null,null,0.04,2+,0.04,2+,0.05,2,null,null,0.05,2,2024-12-24 11:10:26,2025-12-24 11:10:26,540195706153,195706153,null,null,null,null,null,null,null,CH,null,null,2914381,2068802287,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101487,PBNDWW01
666100_101507,2,ORIGINAL_IMPORT,1463429,2023-12-31T00:00:00Z,1463429#10831702#U,CHF,Million,Not consolidated,National accounting law,338.30737922,339.84263934,17.14625012,16.68007366,236.02309612,0.68473032,6.26269854,4.8017252,5.63718232,3.37305046,1.076623278748533,2023-12-31T00:00:00Z,1.07662,265.66244472,345.22466272,0,null,2.91441034,2.63987224,124.1,0,0,2915378,2006581368,ACTUAL,LBR,PBNDWW01,0.03,1,0.03,1,0.03,1,0.03,1,0.04,2+,null,null,0.04,2+,2024-12-31 11:58:29,2025-12-31 11:58:29,5402006581368,2006581368,null,null,null,null,null,null,null,CH,null,null,2915378,2005669644,NO,NO,NO,0.0533,2+,NO_CONSERVATISM,1.3335,N,null,null,666100_101507,PBNDWW01
666100_101688,2,ORIGINAL_IMPORT,111533,2024-12-31T00:00:00Z,111533#10994917#C,GBP,Million,Fully consolidated,IFRS,877.7782105,848.3793445,32.64891305,29.57385925,99.7654621,1.0354773,6.348031,1.18874725,7.9724511,1.54838855,1.2068476535864494,2024-12-31T00:00:00Z,1.20685,292.42337555,865.73746805,0,null,2.08181625,-0.4803263,127.1,0,0,2944077,134465334,ACTUAL,LBR,PBNDWW01,0.03,1,0.03,1,0.03,1,0.03,1,0.05,2,null,null,0.05,2,2025-04-03 12:29:24,2026-04-03 12:29:24,540134465334,134465334,null,null,null,null,null,null,null,GB,null,null,2944077,205211585,NO,NO,NO,0.0667,2,NO_CONSERVATISM,1.3335,N,null,null,666100_101688,PBNDWW01
666100_101260,2,ORIGINAL_IMPORT,107554,2023-12-31T00:00:00Z,107554#10841041#C,MAD,Million,Fully consolidated,IFRS,35.584873115,35.123782182,3.107044646,2.918937806,18.472137523,1.712597274,0.806677666,1.161953918,0.405190567,0.373876095,0.09167482572615629,2023-12-31T00:00:00Z,0.09167,21.724589123,31.631457693,0,null,0.324530134,0.261204498,124.1,0,0,2885961,193399822,ACTUAL,LBR,PBNEWW01,0.25,3,0.25,3,0.25,3,0.25,3,0.6,4+,null,null,0.6,4+,2024-10-10 09:33:40,2025-10-10 09:33:40,540193399822,193399822,null,null,null,null,null,null,null,MA,null,null,2885961,null,NO,NO,NO,0.7787,4+,NO_CONSERVATISM,1.2979,N,null,null,666100_101260,PBNEWW01
666100_101305,2,ORIGINAL_IMPORT,111588,2023-12-31T00:00:00Z,111588#10824358#C,USD,Million,Fully consolidated,National accounting law,136.13125090054,140.00080524128,10.50210455542,9.87311194868,42.980048566,0.16188855962,4.68581675138,1.80895681394,4.2435122837,1.01415620506,0.9060227864730798,2023-12-31T00:00:00Z,0.90602,106.02311454644,166.47526956164,0,null,1.21274038672,1.40861466256,124.1,0,0,2888678,202246388,ACTUAL,LBR,PBNDWW01,0.03,1,null,null,0.03,1,0.03,1,0.04,2+,null,null,0.04,2+,2024-10-18 09:53:37,2025-10-18 09:53:37,540202246388,202246388,null,null,null,null,null,null,null,US,null,null,2888678,null,NO,NO,NO,0.0533,2+,NO_CONSERVATISM,1.3335,N,null,null,666100_101305,PBNDWW01
666100_101418,2,MODIFIED,1012955,2023-12-31T00:00:00Z,1012955#10820049#C,CHF,Million,Fully consolidated,National accounting law,20.26233722488,20.04070423168,1.60775648094,1.54278461718,16.05853662752,0.09693778818,0.17633097684,0.22736707132,0.1102189725,0.1343837084,1.076623278748533,2023-12-31T00:00:00Z,1.07662,14.10130929458,19.5409706029,0,null,0.10462916146,0.0816831594,124.1,1,1,2933497,2000108083,ACTUAL,LBR,PBNDWW01,0.03,1,0.03,1,0.03,1,0.03,1,0.03,1,null,null,0.03,1,2025-02-28 14:34:52,2026-02-28 14:34:52,5402000108083,2000108083,null,null,null,null,null,null,null,CH,null,null,2933497,null,NO,NO,NO,0.04,1,NO_CONSERVATISM,1.3335,N,null,null,666100_101418,PBNDWW01
666100_101798,2,ORIGINAL_IMPORT,112025,2024-12-31T00:00:00Z,112025#10987965#C,CLP,Million,Fully consolidated,IFRS,50.5325768,54.1187735,5.45431,5.0801713,36.9463785,0.7624976,1.1098158,2.0766245,0.8770934,1.1711683,0.000968408716123913,2024-12-31T00:00:00Z,0.00097,27.57904,53.5977089,0,null,1.2063308,1.3671568,127.1,0,0,2951801,193300079,ACTUAL,LBR,PBNEWW01,0.04,2+,0.04,2+,0.04,2+,0.04,2+,0.1,2-,null,null,0.1,2-,2025-04-29 14:50:45,2026-04-29 14:50:45,540193300079,193300079,null,null,null,null,null,null,null,CL,null,null,2951801,null,NO,NO,NO,0.1298,2-,NO_CONSERVATISM,1.2979,N,null,null,666100_101798,PBNEWW01
