DeliveryEntity,ReportingDate,CounterpartyID,CounterpartySourceSystemIdentifier,GlobalCounterpartyIdentifier,SourcedExemptionId,PDModelCode,LastPerformingPDModelCode,IntercompanyFlag,BaselCreditRiskApproach,ExemptionConditionId,ExemptionId,ExemptionName,ExemptionType,DeliveryEntity,ReportingDate,CounterpartyID,CounterpartySourceSystemIdentifier,GlobalCounterpartyIdentifier,SourcedExemptionId,PDModelCode,LastPerformingPDModelCode,IntercompanyFlag,BaselCreditRiskApproach,ExemptionConditionIdRC,ExemptionIdRC,ExemptionNameRC,ExemptionTypeRC
FBS,2025-05-31,BCA2067422278,AAB.SYS.1861,000784321698,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2067422278,AAB.SYS.1861,000784321698,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2067424017,AAB.SYS.1861,000785498796,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2067424017,AAB.SYS.1861,000785498796,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2067660748,AAB.SYS.1861,000785711554,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2067660748,AAB.SYS.1861,000785711554,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2067772945,AAB.SYS.1861,null,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2067772945,AAB.SYS.1861,null,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2067906739,AAB.SYS.1861,000785886346,null,PFSIWW05,PFSIWW05,null,FIRB,1226,Article_151_8_ECFOU,Article_151_8_EC Foundation,P,FBS,2025-05-31,BCA2067906739,AAB.SYS.1861,000785886346,null,PFSIWW05,PFSIWW05,null,FIRB,1226.0,Article_151_8_ECFOU,Article_151_8_EC Foundation,T
FBS,2025-05-31,BCA2067907581,AAB.SYS.1861,000785886427,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2067907581,AAB.SYS.1861,000785886427,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068112442,AAB.SYS.1861,000786062207,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068112442,AAB.SYS.1861,000786062207,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068112825,AAB.SYS.1861,000786052007,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068112825,AAB.SYS.1861,000786052007,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA206813384,AAB.SYS.1861,000785935010,null,PBNDWW01,PBNDWW01,null,FIRB,1145,Article_151_8_ECFOU,Article_151_8_EC Foundation,P,FBS,2025-05-31,BCA206813384,AAB.SYS.1861,000785935010,null,PBNDWW01,PBNDWW01,null,FIRB,1145.0,Article_151_8_ECFOU,Article_151_8_EC Foundation,T
FBS,2025-05-31,BCA2068184915,AAB.SYS.1861,000786153652,null,AA_NONE,null,null,FIRB,1519,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068184915,AAB.SYS.1861,000786153652,null,AA_NONE,null,null,FIRB,1519.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068209810,AAB.SYS.1861,000758959982,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068209810,AAB.SYS.1861,000758959982,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068228963,AAB.SYS.1861,000786184590,null,PMBOWW03,PMBOWW03,null,SA,354,MBO/MBI,Mangement Buy out / Buy In deal,P,FBS,2025-05-31,BCA2068228963,AAB.SYS.1861,000786184590,null,PMBOWW03,PMBOWW03,null,SA,354.0,MBO/MBI,Mangement Buy out / Buy In deal,T
FBS,2025-05-31,BCA2068240009,AAB.SYS.1861,000786504838,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068240009,AAB.SYS.1861,000786504838,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068240130,AAB.SYS.1861,000786504838,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068240130,AAB.SYS.1861,000786504838,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068314649,AAB.SYS.1861,000765463709,LC_ABOVE_500MLN,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA2068314649,AAB.SYS.1861,000765463709,LC_ABOVE_500MLN,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2068317958,AAB.SYS.1861,000786238275,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068317958,AAB.SYS.1861,000786238275,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068425475,AAB.SYS.1861,000786312246,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068425475,AAB.SYS.1861,000786312246,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068432536,AAB.SYS.1861,000786312858,null,PLCRWW04,PLCRWW04,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068432536,AAB.SYS.1861,000786312858,null,PLCRWW04,PLCRWW04,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068621843,AAB.SYS.1861,000786863927,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068621843,AAB.SYS.1861,000786863927,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068623870,AAB.SYS.1861,000786767286,null,PMBOWW03,PMBOWW03,null,SA,354,MBO/MBI,Mangement Buy out / Buy In deal,P,FBS,2025-05-31,BCA2068623870,AAB.SYS.1861,000786767286,null,PMBOWW03,PMBOWW03,null,SA,354.0,MBO/MBI,Mangement Buy out / Buy In deal,T
FBS,2025-05-31,BCA2068649268,AAB.SYS.1861,000786512105,null,PMBOWW03,PMBOWW03,null,SA,354,MBO/MBI,Mangement Buy out / Buy In deal,P,FBS,2025-05-31,BCA2068649268,AAB.SYS.1861,000786512105,null,PMBOWW03,PMBOWW03,null,SA,354.0,MBO/MBI,Mangement Buy out / Buy In deal,T
FBS,2025-05-31,BCA2068708450,AAB.SYS.1861,000786558679,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068708450,AAB.SYS.1861,000786558679,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2068812932,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA2068812932,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2068865394,AAB.SYS.1861,000787531316,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2068865394,AAB.SYS.1861,000787531316,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA206887132,AAB.SYS.1861,000244625557,null,PSOVWW06,null,null,SA,472,NPL_PPU_SOV,PPU3_Sovereign,P,FBS,2025-05-31,BCA206887132,AAB.SYS.1861,000244625557,null,PSOVWW06,null,null,SA,472.0,NPL_PPU_SOV,PPU3_Sovereign,T
FBS,2025-05-31,BCA2069058409,AAB.SYS.1861,000791024458,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2069058409,AAB.SYS.1861,000791024458,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2069182444,AAB.SYS.1861,000790987953,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2069182444,AAB.SYS.1861,000790987953,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2069237613,AAB.SYS.1861,000791038491,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2069237613,AAB.SYS.1861,000791038491,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2069266044,AAB.SYS.1861,000245744657,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA2069266044,AAB.SYS.1861,000245744657,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2069403424,AAB.SYS.1861,000141598085,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA2069403424,AAB.SYS.1861,000141598085,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2069475867,AAB.SYS.1861,000791262219,null,PSOVWW06,null,null,SA,472,NPL_PPU_SOV,PPU3_Sovereign,P,FBS,2025-05-31,BCA2069475867,AAB.SYS.1861,000791262219,null,PSOVWW06,null,null,SA,472.0,NPL_PPU_SOV,PPU3_Sovereign,T
FBS,2025-05-31,BCA2069519295,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA2069519295,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2069519449,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA2069519449,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2069577856,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA2069577856,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2069617394,AAB.SYS.1861,000634024558,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA2069617394,AAB.SYS.1861,000634024558,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2069716600,AAB.SYS.1861,000791477193,null,PMBOWW03,PMBOWW03,null,SA,354,MBO/MBI,Mangement Buy out / Buy In deal,P,FBS,2025-05-31,BCA2069716600,AAB.SYS.1861,000791477193,null,PMBOWW03,PMBOWW03,null,SA,354.0,MBO/MBI,Mangement Buy out / Buy In deal,T
FBS,2025-05-31,BCA2069857697,AAB.SYS.1861,000791343898,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2069857697,AAB.SYS.1861,000791343898,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA206988893,AAB.SYS.1861,000356888320,null,AA_NONE,null,null,FIRB,1514,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA206988893,AAB.SYS.1861,000356888320,null,AA_NONE,null,null,FIRB,1514.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2069975967,AAB.SYS.1861,000791654192,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2069975967,AAB.SYS.1861,000791654192,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070033473,AAB.SYS.1861,000791699277,null,PFSIWW05,PFSIWW05,null,FIRB,1200,Article_151_8_ECFOU,Article_151_8_EC Foundation,P,FBS,2025-05-31,BCA2070033473,AAB.SYS.1861,000791699277,null,PFSIWW05,PFSIWW05,null,FIRB,1200.0,Article_151_8_ECFOU,Article_151_8_EC Foundation,T
FBS,2025-05-31,BCA207006164,AAB.SYS.1861,000245744657,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA207006164,AAB.SYS.1861,000245744657,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2070255360,AAB.SYS.1861,000792000366,null,PMBOWW03,PMBOWW03,null,SA,354,MBO/MBI,Mangement Buy out / Buy In deal,P,FBS,2025-05-31,BCA2070255360,AAB.SYS.1861,000792000366,null,PMBOWW03,PMBOWW03,null,SA,354.0,MBO/MBI,Mangement Buy out / Buy In deal,T
FBS,2025-05-31,BCA207029180,AAB.SYS.1861,000634093908,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA207029180,AAB.SYS.1861,000634093908,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2070347435,AAB.SYS.1861,000792057635,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070347435,AAB.SYS.1861,000792057635,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070562956,AAB.SYS.1861,000792393988,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070562956,AAB.SYS.1861,000792393988,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070734471,AAB.SYS.1861,000792553470,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070734471,AAB.SYS.1861,000792553470,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070734897,AAB.SYS.1861,000792596943,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070734897,AAB.SYS.1861,000792596943,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070769437,AAB.SYS.1861,000792573536,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070769437,AAB.SYS.1861,000792573536,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070791505,AAB.SYS.1861,000792100034,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070791505,AAB.SYS.1861,000792100034,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA207080607,AAB.SYS.1861,000634094289,null,PBNDWW01,PBNDWW01,null,FIRB,1158,Article_151_8_ECFOU,Article_151_8_EC Foundation,P,FBS,2025-05-31,BCA207080607,AAB.SYS.1861,000634094289,null,PBNDWW01,PBNDWW01,null,FIRB,1158.0,Article_151_8_ECFOU,Article_151_8_EC Foundation,T
FBS,2025-05-31,BCA2070812073,AAB.SYS.1861,000792613244,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070812073,AAB.SYS.1861,000792613244,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070812308,AAB.SYS.1861,000792613252,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070812308,AAB.SYS.1861,000792613252,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070869016,AAB.SYS.1861,000792618645,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070869016,AAB.SYS.1861,000792618645,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2070889610,AAB.SYS.1861,000792671058,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2070889610,AAB.SYS.1861,000792671058,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA2071204956,AAB.SYS.1861,000792935950,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2071204956,AAB.SYS.1861,000792935950,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA207120862,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA207120862,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2071348060,AAB.SYS.1861,000793173043,null,AA_NONE,null,null,FIRB,1515,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA2071348060,AAB.SYS.1861,000793173043,null,AA_NONE,null,null,FIRB,1515.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA207139156,AAB.SYS.1861,000765463709,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA207139156,AAB.SYS.1861,000765463709,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA2071401158,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA2071401158,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA207226555,AAB.SYS.1861,000145378845,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA207226555,AAB.SYS.1861,000145378845,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA207296545,AAB.SYS.1861,000147060559,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA207296545,AAB.SYS.1861,000147060559,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA207348014,AAB.SYS.1861,000244627878,null,PSOVWW06,null,null,SA,472,NPL_PPU_SOV,PPU3_Sovereign,P,FBS,2025-05-31,BCA207348014,AAB.SYS.1861,000244627878,null,PSOVWW06,null,null,SA,472.0,NPL_PPU_SOV,PPU3_Sovereign,T
FBS,2025-05-31,BCA207543062,AAB.SYS.1861,000364940557,LC_ABOVE_500MLN,PLCRWW04,PLCRWW04,null,FIRB,1560,LC_above_500mln_ECIRB,PPU4_Large Corporates above 500 mln,P,FBS,2025-05-31,BCA207543062,AAB.SYS.1861,000364940557,LC_ABOVE_500MLN,PLCRWW04,PLCRWW04,null,FIRB,1560.0,LC_above_500mln_ECIRB,PPU4_Large Corporates above 500 mln,T
FBS,2025-05-31,BCA207549184,AAB.SYS.1861,000146898362,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA207549184,AAB.SYS.1861,000146898362,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA207629501,AAB.SYS.1861,000147039738,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA207629501,AAB.SYS.1861,000147039738,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA207817588,AAB.SYS.1861,000141975695,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA207817588,AAB.SYS.1861,000141975695,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA207817871,AAB.SYS.1861,000244640408,null,PSOVWW06,null,null,SA,472,NPL_PPU_SOV,PPU3_Sovereign,P,FBS,2025-05-31,BCA207817871,AAB.SYS.1861,000244640408,null,PSOVWW06,null,null,SA,472.0,NPL_PPU_SOV,PPU3_Sovereign,T
FBS,2025-05-31,BCA207976023,AAB.SYS.1861,000143082787,LC_ABOVE_500MLN,PLCRWW04,PLCRWW04,null,FIRB,1560,LC_above_500mln_ECIRB,PPU4_Large Corporates above 500 mln,P,FBS,2025-05-31,BCA207976023,AAB.SYS.1861,000143082787,LC_ABOVE_500MLN,PLCRWW04,PLCRWW04,null,FIRB,1560.0,LC_above_500mln_ECIRB,PPU4_Large Corporates above 500 mln,T
FBS,2025-05-31,BCA208005803,AAB.SYS.1861,000144595095,null,PSOVWW06,null,null,SA,472,NPL_PPU_SOV,PPU3_Sovereign,P,FBS,2025-05-31,BCA208005803,AAB.SYS.1861,000144595095,null,PSOVWW06,null,null,SA,472.0,NPL_PPU_SOV,PPU3_Sovereign,T
FBS,2025-05-31,BCA208060316,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA208060316,AAB.SYS.1861,null,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA208478558,AAB.SYS.1861,000147222575,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA208478558,AAB.SYS.1861,000147222575,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA208584285,AAB.SYS.1861,000244637458,LC_ABOVE_500MLN,AA_NONE,null,null,FIRB,1560,LC_above_500mln_ECIRB,PPU4_Large Corporates above 500 mln,P,FBS,2025-05-31,BCA208584285,AAB.SYS.1861,000244637458,LC_ABOVE_500MLN,AA_NONE,null,null,FIRB,1560.0,LC_above_500mln_ECIRB,PPU4_Large Corporates above 500 mln,T
FBS,2025-05-31,BCA208720847,AAB.SYS.1861,000147249988,null,PFSIWW05,PFSIWW05,null,FIRB,1200,Article_151_8_ECFOU,Article_151_8_EC Foundation,P,FBS,2025-05-31,BCA208720847,AAB.SYS.1861,000147249988,null,PFSIWW05,PFSIWW05,null,FIRB,1200.0,Article_151_8_ECFOU,Article_151_8_EC Foundation,T
FBS,2025-05-31,BCA208721134,AAB.SYS.1861,000147243963,null,PFSIWW05,PFSIWW05,null,FIRB,1187,Article_151_8_ECFOU,Article_151_8_EC Foundation,P,FBS,2025-05-31,BCA208721134,AAB.SYS.1861,000147243963,null,PFSIWW05,PFSIWW05,null,FIRB,1187.0,Article_151_8_ECFOU,Article_151_8_EC Foundation,T
FBS,2025-05-31,BCA208721711,AAB.SYS.1861,000147253381,null,PFSIWW05,PFSIWW05,null,FIRB,1187,Article_151_8_ECFOU,Article_151_8_EC Foundation,P,FBS,2025-05-31,BCA208721711,AAB.SYS.1861,000147253381,null,PFSIWW05,PFSIWW05,null,FIRB,1187.0,Article_151_8_ECFOU,Article_151_8_EC Foundation,T
FBS,2025-05-31,BCA208742034,AAB.SYS.1861,000147178096,LC_ABOVE_500MLN,PLCRWW04,PLCRWW04,null,FIRB,1560,LC_above_500mln_ECIRB,PPU4_Large Corporates above 500 mln,P,FBS,2025-05-31,BCA208742034,AAB.SYS.1861,000147178096,LC_ABOVE_500MLN,PLCRWW04,PLCRWW04,null,FIRB,1560.0,LC_above_500mln_ECIRB,PPU4_Large Corporates above 500 mln,T
FBS,2025-05-31,BCA208811540,AAB.SYS.1861,000761392998,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA208811540,AAB.SYS.1861,000761392998,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA208876790,AAB.SYS.1861,000147195551,null,AA_NONE,null,null,FIRB,1517,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA208876790,AAB.SYS.1861,000147195551,null,AA_NONE,null,null,FIRB,1517.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA208889817,AAB.SYS.1861,000147278090,null,PICOWW01,PICOWW01,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA208889817,AAB.SYS.1861,000147278090,null,PICOWW01,PICOWW01,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA208890211,AAB.SYS.1861,000147278104,LC_ABOVE_500MLN,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA208890211,AAB.SYS.1861,000147278104,LC_ABOVE_500MLN,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA208912568,AAB.SYS.1861,000246453001,null,PBNEWW01,PBNEWW01,null,FIRB,1157,Article_151_8_ECFOU,Article_151_8_EC Foundation,P,FBS,2025-05-31,BCA208912568,AAB.SYS.1861,000246453001,null,PBNEWW01,PBNEWW01,null,FIRB,1157.0,Article_151_8_ECFOU,Article_151_8_EC Foundation,T
FBS,2025-05-31,BCA208919260,AAB.SYS.1861,000246333855,LC_ABOVE_500MLN,AA_NONE,null,null,FIRB,1560,LC_above_500mln_ECIRB,PPU4_Large Corporates above 500 mln,P,FBS,2025-05-31,BCA208919260,AAB.SYS.1861,000246333855,LC_ABOVE_500MLN,AA_NONE,null,null,FIRB,1560.0,LC_above_500mln_ECIRB,PPU4_Large Corporates above 500 mln,T
FBS,2025-05-31,BCA209074914,AAB.SYS.1861,000146917383,null,AA_NONE,null,null,FIRB,1519,Article_151_8,Article_151_8,P,FBS,2025-05-31,BCA209074914,AAB.SYS.1861,000146917383,null,AA_NONE,null,null,FIRB,1519.0,Article_151_8,Article_151_8,T
FBS,2025-05-31,BCA209129220,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA209129220,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA209129298,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA209129298,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA209129999,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA209129999,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA209130989,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA209130989,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA209131500,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA209131500,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA209133627,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA209133627,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
FBS,2025-05-31,BCA209136200,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100,ICO,Intercompany,P,FBS,2025-05-31,BCA209136200,AAB.SYS.1861,000784713995,null,PICOWW01,null,Y,SA,100.0,ICO,Intercompany,T
