XPK_COUNTERPARTY,FK_DATA,OWNERSHIP,COI,UNIT,SOURCE_SYSTEM,FULL_NAME,TOTAL_ASSETS,TOTAL_ASSETS_CURRENCY,TOTAL_TURNOVER,TOTAL_TURNOVER_CURRENCY
2894338,2894338,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2895863,2895863,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2934700,2934700,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2918616,2918616,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2894868,2894868,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2894879,2894879,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2927684,2927684,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2927686,2927686,AAB,null,PBI Belgium,FAIR,null,1.09775E8,EUR,2.83501E8,EUR
2900097,2900097,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2906010,2906010,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2896027,2896027,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2932027,2932027,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2932037,2932037,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2896175,2896175,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2897575,2897575,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2897573,2897573,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2897920,2897920,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2902077,2902077,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2899188,2899188,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2899300,2899300,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2899271,2899271,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2937256,2937256,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2902289,2902289,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2902175,2902175,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2900152,2900152,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2900162,2900162,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2900218,2900218,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2900342,2900342,AAB,null,PC France Banque Neu,FAIR,null,3.99816E8,EUR,1.888E8,EUR
2903446,2903446,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2900732,2900732,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2900914,2900914,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2905152,2905152,AAB,null,NGM France Banque Ne,FAIR,null,9.6243E7,EUR,1.02012E8,EUR
2901680,2901680,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2901886,2901886,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2901928,2901928,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2901943,2901943,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2905175,2905175,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2956685,2956685,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2902986,2902986,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2903319,2903319,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2903395,2903395,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2904955,2904955,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2904617,2904617,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2904467,2904467,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2905866,2905866,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2905584,2905584,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2937511,2937511,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2933647,2933647,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2906036,2906036,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2942828,2942828,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2942931,2942931,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2943580,2943580,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2906991,2906991,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2913215,2913215,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2937342,2937342,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2917936,2917936,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2917547,2917547,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2908239,2908239,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2911304,2911304,AAB,null,NGM France Banque Ne,FAIR,null,2.7627E7,EUR,4.0758E7,EUR
2911306,2911306,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2908348,2908348,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2909369,2909369,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2952994,2952994,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2960204,2960204,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2922154,2922154,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2943576,2943576,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2953606,2953606,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2913221,2913221,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2911452,2911452,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2931875,2931875,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2913006,2913006,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2913245,2913245,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2911456,2911456,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2911396,2911396,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2911647,2911647,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2911879,2911879,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2915456,2915456,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2914606,2914606,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2915653,2915653,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2937165,2937165,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2918523,2918523,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2915683,2915683,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2947623,2947623,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2915867,2915867,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2925501,2925501,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2916483,2916483,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2916349,2916349,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2955190,2955190,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2955199,2955199,AAB,null,NGM France Banque Ne,FAIR,null,6.1329E7,EUR,5.4401E7,EUR
2945740,2945740,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
635653,635653,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2916799,2916799,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2917263,2917263,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2917250,2917250,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2922405,2922405,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2918576,2918576,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2918266,2918266,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2918630,2918630,AAB,null,PBI PWM Belgium,FAIR,null,null,EUR,null,EUR
2919491,2919491,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2920839,2920839,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2920814,2920814,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2920125,2920125,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2921102,2921102,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2920794,2920794,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2920542,2920542,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2920540,2920540,AAB,null,PC France Banque Neu,FAIR,null,4.17978E8,EUR,1.07741E8,EUR
2920629,2920629,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2920491,2920491,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2926627,2926627,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2939949,2939949,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2939951,2939951,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2922939,2922939,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2922387,2922387,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2923013,2923013,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2929208,2929208,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2924323,2924323,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2927201,2927201,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2923845,2923845,AAB,null,PC PWM Germany Bethm,FAIR,null,null,EUR,null,EUR
2929816,2929816,AAB,null,PC PWM Germany Bethm,FAIR,null,null,EUR,null,EUR
2926393,2926393,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
696379,696379,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2924953,2924953,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2924943,2924943,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2924963,2924963,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2942723,2942723,AAB,null,PC Germany Bethmann,FAIR,null,1.233991E9,EUR,2.339884E9,EUR
2925992,2925992,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2929321,2929321,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2937166,2937166,AAB,null,PC PWM Germany Bethm,FAIR,null,null,EUR,null,EUR
2934630,2934630,AAB,null,PC PWM Germany Bethm,FAIR,null,null,EUR,null,EUR
2927656,2927656,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2933001,2933001,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2954723,2954723,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2940074,2940074,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2930683,2930683,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2929089,2929089,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2945514,2945514,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2945474,2945474,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2943660,2943660,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2929679,2929679,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2929904,2929904,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2930004,2930004,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2932168,2932168,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2930664,2930664,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2933198,2933198,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2933114,2933114,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2931355,2931355,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2938585,2938585,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2931475,2931475,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2940949,2940949,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2950592,2950592,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2950594,2950594,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2931749,2931749,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2935887,2935887,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2935890,2935890,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2936480,2936480,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2933814,2933814,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2937730,2937730,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2932623,2932623,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2932978,2932978,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2933931,2933931,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2954755,2954755,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2945903,2945903,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2933383,2933383,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2933487,2933487,AAB,null,PBI PWM Belgium,FAIR,null,null,EUR,null,EUR
2935891,2935891,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2933802,2933802,AAB,null,PBI PWM Belgium,FAIR,null,null,EUR,null,EUR
2944140,2944140,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2947475,2947475,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2934316,2934316,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2939877,2939877,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2941547,2941547,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2952197,2952197,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2935888,2935888,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2935912,2935912,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2936139,2936139,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2936196,2936196,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2937624,2937624,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2937036,2937036,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2936980,2936980,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2936822,2936822,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2937045,2937045,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2937705,2937705,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2937726,2937726,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2938295,2938295,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2945001,2945001,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2945157,2945157,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
1115735,1115735,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2938036,2938036,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2938059,2938059,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2938090,2938090,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2939670,2939670,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2938237,2938237,AAB,null,PBI PWM Belgium,FAIR,null,null,EUR,null,EUR
2955942,2955942,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2939468,2939468,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2938985,2938985,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2938980,2938980,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2938982,2938982,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2939440,2939440,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2941386,2941386,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2953766,2953766,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2939849,2939849,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2940059,2940059,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2942293,2942293,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2940283,2940283,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2943471,2943471,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2940490,2940490,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2940514,2940514,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2940527,2940527,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2940468,2940468,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2941262,2941262,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2948962,2948962,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2942698,2942698,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2942300,2942300,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2942501,2942501,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2942661,2942661,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2952364,2952364,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2952932,2952932,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2944047,2944047,AAB,null,NGM France Banque Ne,FAIR,null,4.0732E7,EUR,9189000.0,EUR
2957727,2957727,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2957728,2957728,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2944793,2944793,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2946107,2946107,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2944489,2944489,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2944491,2944491,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2944493,2944493,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2899715,2899715,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2945426,2945426,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2956443,2956443,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2945368,2945368,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2945375,2945375,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2945873,2945873,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2945856,2945856,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2951196,2951196,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2945665,2945665,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2945864,2945864,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2946016,2946016,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2946215,2946215,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2951649,2951649,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2946446,2946446,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2950736,2950736,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2946849,2946849,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2946960,2946960,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2947341,2947341,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2952900,2952900,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2952901,2952901,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2952899,2952899,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2947112,2947112,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2947097,2947097,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2948075,2948075,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2951086,2951086,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2948973,2948973,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2949082,2949082,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2953033,2953033,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2959300,2959300,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2950828,2950828,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2951986,2951986,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2952137,2952137,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2952116,2952116,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2952004,2952004,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2952168,2952168,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2952179,2952179,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2952006,2952006,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2952012,2952012,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2952165,2952165,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2952018,2952018,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2952110,2952110,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2952113,2952113,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2952123,2952123,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2951060,2951060,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2951257,2951257,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2951387,2951387,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2952296,2952296,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2952755,2952755,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2952837,2952837,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2956981,2956981,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2953023,2953023,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2953049,2953049,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2953083,2953083,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2953671,2953671,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2957333,2957333,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2953826,2953826,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2959258,2959258,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2954699,2954699,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2954377,2954377,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2954810,2954810,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2956949,2956949,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2955790,2955790,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2957044,2957044,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2957196,2957196,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2957311,2957311,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2957710,2957710,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2958890,2958890,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2958880,2958880,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
2958985,2958985,AAB,null,PBI Belgium,FAIR,null,null,EUR,null,EUR
744676,744676,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2960498,2960498,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2959892,2959892,AAB,null,PC Germany Bethmann,FAIR,null,null,EUR,null,EUR
2950409,2950409,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2950408,2950408,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
871796,871796,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
871797,871797,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
871798,871798,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
871799,871799,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
871800,871800,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
744730,744730,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
728476,728476,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
728928,728928,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2915960,2915960,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2915969,2915969,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
1521218,1521218,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
1346565,1346565,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
703336,703336,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
853208,853208,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
745595,745595,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
1239599,1239599,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
1924641,1924641,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
2243995,2243995,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
2701729,2701729,AAB,null,PC France Banque Neu,FAIR,null,null,EUR,null,EUR
853201,853201,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
853202,853202,AAB,null,NGM France Banque Ne,FAIR,null,null,EUR,null,EUR
